lift,confidence,support,consequents,antecedents
27.78,1.0,0.001,sauces + light bulbs,curd + specialty vegetables + cleaner
27.78,0.67,0.002,specialty chocolate + light bulbs,root vegetables + bottled water + nut snack
27.03,1.0,0.001,sauces + liquor,specialty chocolate + specialty vegetables + male cosmetics
27.03,1.0,0.001,butter + liquor,white wine + liquor (appetizer) + nut snack
27.03,1.0,0.001,curd + white wine,cereals + liquor + potato products
27.03,1.0,0.001,butter + liquor (appetizer),spices + curd + brandy
27.03,1.0,0.001,butter + liquor,cereals + light bulbs + root vegetables
27.03,1.0,0.001,sauces + pip fruit,specialty chocolate + liquor + tropical fruit
27.03,1.0,0.001,root vegetables + cleaner,baking powder + bottled water + sweet spreads
27.03,1.0,0.002,sauces + pip fruit,liquor (appetizer) + root vegetables + soda
27.03,1.0,0.001,curd + white wine,sauces + liquor + bottled water
27.03,1.0,0.001,sauces + liquor,baking powder + liquor (appetizer) + pudding powder
27.03,1.0,0.001,liquor + liquor (appetizer),white wine + tropical fruit + nut snack
27.03,1.0,0.001,butter + liquor (appetizer),white wine + tropical fruit + nut snack
27.03,1.0,0.001,butter + liquor,white wine + tropical fruit + nut snack
27.03,1.0,0.001,liquor + liquor (appetizer),packaged fruit/vegetables + potato products + pip fruit
27.03,1.0,0.001,curd + white wine,brandy + liquor + pudding powder
27.03,1.0,0.001,sauces + pip fruit,cereals + liquor + potato products
27.03,1.0,0.001,butter + liquor (appetizer),specialty chocolate + white wine + tropical fruit
27.03,1.0,0.001,curd + white wine,cereals + sauces + liquor
27.03,1.0,0.002,root vegetables + cleaner,white wine + pip fruit + soda
27.03,1.0,0.001,sauces + pip fruit,brandy + liquor + pudding powder
26.79,0.75,0.003,packaged fruit/vegetables + pudding powder,potato products + male cosmetics + cleaner
26.67,0.67,0.002,packaged fruit/vegetables + sweet spreads,bottled water + cleaner + pudding powder
26.67,0.67,0.002,packaged fruit/vegetables + specialty vegetables,spices + liquor + male cosmetics
26.67,0.67,0.002,packaged fruit/vegetables + specialty vegetables,light bulbs + liquor (appetizer) + cleaner
26.67,0.67,0.002,potato products + soda,brandy + cleaner + nut snack
26.32,1.0,0.001,butter + spices,white wine + liquor (appetizer) + nut snack
26.32,1.0,0.001,butter + soda,white wine + tropical fruit + nut snack
26.32,1.0,0.001,sauces + pudding powder,cereals + liquor + potato products
26.32,1.0,0.001,butter + spices,white wine + tropical fruit + nut snack
26.32,1.0,0.001,cereals + spices,packaged fruit/vegetables + liquor (appetizer) + bottled water
26.32,1.0,0.002,butter + spices,curd + liquor + tropical fruit
26.32,1.0,0.001,butter + specialty vegetables,cereals + light bulbs + root vegetables
26.32,1.0,0.001,sauces + packaged fruit/vegetables,spices + potato products + male cosmetics
26.32,1.0,0.001,packaged fruit/vegetables + male cosmetics,brandy + liquor + cleaner
26.32,1.0,0.001,butter + soda,white wine + liquor (appetizer) + nut snack
26.32,1.0,0.001,cereals + cleaner,baking powder + bottled water + sweet spreads
26.32,1.0,0.001,cereals + spices,brandy + liquor + bottled water
25.64,0.67,0.002,specialty chocolate + white wine,curd + potato products + specialty vegetables
25.64,0.67,0.002,liquor + pudding powder,specialty chocolate + potato products + nut snack
25.64,1.0,0.001,curd + light bulbs,sauces + liquor + bottled water
25.64,1.0,0.001,curd + light bulbs,white wine + sweet spreads + nut snack
25.64,0.67,0.002,packaged fruit/vegetables + nut snack,spices + liquor + male cosmetics
25.64,0.67,0.002,specialty chocolate + white wine,sauces + potato products + pudding powder
25.64,0.67,0.002,baking powder + nut snack,light bulbs + tropical fruit + pudding powder
25.64,1.0,0.001,butter + pudding powder,cereals + light bulbs + root vegetables
25.0,0.5,0.001,white wine + nut snack,light bulbs + packaged fruit/vegetables + sweet spreads
25.0,1.0,0.002,butter + specialty chocolate,sweet spreads + cleaner + nut snack
25.0,1.0,0.001,butter + bottled water,white wine + tropical fruit + nut snack
25.0,0.5,0.001,liquor + tropical fruit,specialty vegetables + male cosmetics + nut snack
25.0,0.5,0.001,liquor + tropical fruit,packaged fruit/vegetables + liquor (appetizer) + nut snack
25.0,0.75,0.003,male cosmetics + pudding powder,packaged fruit/vegetables + potato products + cleaner
25.0,0.5,0.001,liquor + tropical fruit,spices + bottled water + nut snack
25.0,0.5,0.001,white wine + nut snack,light bulbs + brandy + liquor
25.0,1.0,0.001,cereals + curd,brandy + liquor + pudding powder
25.0,1.0,0.001,sauces + bottled water,curd + specialty vegetables + cleaner
25.0,0.5,0.001,liquor + tropical fruit,male cosmetics + pip fruit + soda
25.0,1.0,0.001,spices + specialty vegetables,baking powder + brandy + tropical fruit
25.0,0.5,0.001,white wine + nut snack,curd + liquor + tropical fruit
25.0,0.5,0.002,liquor + tropical fruit,cereals + baking powder + pip fruit
25.0,1.0,0.002,butter + bottled water,potato products + root vegetables + pip fruit
25.0,1.0,0.001,cereals + sweet spreads,bottled water + pip fruit + cleaner
25.0,1.0,0.001,cereals + root vegetables,bottled water + pip fruit + cleaner
25.0,1.0,0.001,cereals + liquor (appetizer),curd + potato products + root vegetables
25.0,0.6,0.003,spices + soda,sauces + root vegetables + pip fruit
25.0,1.0,0.001,cereals + curd,sweet spreads + soda + cleaner
25.0,1.0,0.001,curd + pip fruit,brandy + liquor + pudding powder
25.0,0.5,0.001,brandy + tropical fruit,spices + specialty chocolate + sweet spreads
25.0,0.5,0.001,white wine + nut snack,sauces + brandy + potato products
25.0,0.5,0.001,white wine + nut snack,liquor + specialty vegetables + soda
25.0,1.0,0.002,cereals + curd,sauces + brandy + potato products
25.0,1.0,0.001,cereals + root vegetables,baking powder + bottled water + sweet spreads
25.0,1.0,0.001,butter + bottled water,white wine + liquor (appetizer) + nut snack
25.0,1.0,0.001,cereals + liquor (appetizer),brandy + liquor + bottled water
25.0,1.0,0.001,curd + pip fruit,cereals + liquor + potato products
25.0,0.5,0.001,white wine + nut snack,brandy + liquor + potato products
25.0,1.0,0.001,curd + pip fruit,cereals + sauces + liquor
25.0,0.5,0.001,white wine + nut snack,specialty chocolate + packaged fruit/vegetables + pudding powder
25.0,1.0,0.001,sauces + soda,specialty chocolate + specialty vegetables + male cosmetics
24.69,0.67,0.002,baking powder + sweet spreads,curd + tropical fruit + soda
24.69,0.67,0.002,spices + pip fruit,light bulbs + liquor (appetizer) + soda
24.69,0.67,0.002,brandy + potato products,specialty vegetables + tropical fruit + root vegetables
24.69,0.67,0.002,curd + liquor,white wine + potato products + pip fruit
24.69,0.67,0.002,curd + liquor,white wine + bottled water + male cosmetics
24.69,0.67,0.002,curd + liquor,packaged fruit/vegetables + specialty vegetables + root vegetables
24.69,0.67,0.002,root vegetables + soda,butter + white wine + cleaner
24.69,0.67,0.002,curd + liquor,spices + white wine + soda
24.69,0.67,0.002,root vegetables + soda,packaged fruit/vegetables + tropical fruit + pip fruit
24.69,0.67,0.002,curd + potato products,specialty chocolate + white wine + specialty vegetables
24.69,0.67,0.002,curd + specialty chocolate,light bulbs + tropical fruit + pudding powder
24.39,1.0,0.001,sauces + specialty vegetables,cereals + liquor + potato products
24.39,1.0,0.001,sauces + specialty vegetables,specialty chocolate + liquor + tropical fruit
24.39,1.0,0.001,butter + brandy,liquor (appetizer) + pudding powder + nut snack
24.39,1.0,0.001,butter + nut snack,brandy + tropical fruit + bottled water
24.39,1.0,0.001,sauces + baking powder,spices + potato products + male cosmetics
24.39,1.0,0.001,sauces + specialty vegetables,brandy + liquor + pudding powder
24.39,1.0,0.002,butter + brandy,bottled water + pip fruit + soda
24.39,1.0,0.001,light bulbs + packaged fruit/vegetables,white wine + sweet spreads + nut snack
24.39,1.0,0.001,butter + nut snack,spices + curd + brandy
24.0,0.6,0.003,packaged fruit/vegetables + potato products,male cosmetics + cleaner + pudding powder
23.81,0.5,0.001,tropical fruit + cleaner,sauces + packaged fruit/vegetables + bottled water
23.81,0.5,0.001,brandy + liquor,specialty chocolate + potato products + soda
23.81,0.5,0.001,tropical fruit + cleaner,specialty chocolate + potato products + soda
23.81,1.0,0.001,sauces + curd,specialty chocolate + specialty vegetables + male cosmetics
23.81,0.5,0.001,brandy + liquor,specialty vegetables + pip fruit + nut snack
23.81,0.5,0.002,male cosmetics + soda,sauces + specialty vegetables + sweet spreads
23.81,1.0,0.001,sauces + curd,brandy + liquor + pudding powder
23.81,0.5,0.001,spices + male cosmetics,packaged fruit/vegetables + liquor (appetizer) + nut snack
23.81,0.5,0.001,brandy + liquor,white wine + potato products + nut snack
23.81,0.5,0.001,cleaner + pudding powder,curd + potato products + male cosmetics
23.81,0.5,0.001,spices + male cosmetics,sauces + packaged fruit/vegetables + bottled water
23.81,0.5,0.001,tropical fruit + cleaner,spices + specialty chocolate + male cosmetics
23.81,0.5,0.001,cleaner + pudding powder,sauces + packaged fruit/vegetables + bottled water
23.81,1.0,0.001,sauces + curd,butter + spices + male cosmetics
23.81,0.5,0.001,male cosmetics + soda,curd + specialty vegetables + sweet spreads
23.81,0.5,0.001,liquor + bottled water,curd + white wine + sweet spreads
23.81,0.5,0.001,male cosmetics + soda,root vegetables + sweet spreads + pudding powder
23.81,0.5,0.002,cleaner + pudding powder,packaged fruit/vegetables + bottled water + sweet spreads
23.81,1.0,0.001,sauces + curd,cereals + liquor + potato products
23.81,0.67,0.002,bottled water + sweet spreads,light bulbs + potato products + root vegetables
23.81,0.5,0.001,liquor + bottled water,sweet spreads + cleaner + nut snack
23.81,0.67,0.002,light bulbs + white wine,baking powder + packaged fruit/vegetables + pip fruit
23.81,0.5,0.001,brandy + liquor,white wine + pudding powder + nut snack
23.81,0.5,0.002,liquor + bottled water,curd + white wine + male cosmetics
23.26,1.0,0.002,butter + white wine,curd + liquor + tropical fruit
23.26,1.0,0.001,cereals + white wine,brandy + liquor + pudding powder
23.26,1.0,0.002,sauces + spices,liquor (appetizer) + root vegetables + soda
23.26,1.0,0.001,sauces + spices,light bulbs + brandy + tropical fruit
23.26,1.0,0.001,butter + white wine,brandy + liquor + tropical fruit
22.99,0.67,0.002,spices + white wine,curd + liquor (appetizer) + soda
22.99,0.67,0.002,light bulbs + pip fruit,brandy + liquor (appetizer) + specialty vegetables
22.99,0.67,0.002,bottled water + pudding powder,packaged fruit/vegetables + sweet spreads + cleaner
22.99,0.67,0.002,bottled water + cleaner,sauces + light bulbs + male cosmetics
22.99,0.67,0.002,light bulbs + liquor (appetizer),spices + white wine + sweet spreads
22.99,0.67,0.002,specialty vegetables + pip fruit,cereals + liquor + pudding powder
22.99,0.67,0.002,potato products + root vegetables,brandy + specialty vegetables + tropical fruit
22.99,0.67,0.002,white wine + bottled water,curd + soda + nut snack
22.99,0.67,0.002,curd + specialty vegetables,white wine + root vegetables + bottled water
22.99,0.67,0.002,brandy + cleaner,potato products + root vegetables + soda
22.99,0.67,0.002,light bulbs + liquor (appetizer),packaged fruit/vegetables + specialty vegetables + cleaner
22.99,0.67,0.002,light bulbs + pip fruit,curd + liquor (appetizer) + specialty vegetables
22.73,0.5,0.003,potato products + male cosmetics,packaged fruit/vegetables + cleaner + pudding powder
22.73,1.0,0.001,sauces + sweet spreads,specialty chocolate + specialty vegetables + male cosmetics
22.73,0.5,0.001,liquor (appetizer) + cleaner,light bulbs + packaged fruit/vegetables + sweet spreads
22.73,0.5,0.001,liquor (appetizer) + cleaner,potato products + male cosmetics + soda
22.73,0.5,0.001,sweet spreads + cleaner,liquor + root vegetables + bottled water
22.73,0.5,0.001,potato products + male cosmetics,packaged fruit/vegetables + liquor (appetizer) + nut snack
22.73,0.5,0.002,pudding powder + nut snack,light bulbs + baking powder + tropical fruit
22.73,0.5,0.001,sweet spreads + cleaner,sauces + packaged fruit/vegetables + bottled water
22.73,1.0,0.001,cereals + baking powder,bottled water + pip fruit + cleaner
22.73,0.5,0.001,pudding powder + nut snack,specialty chocolate + baking powder + bottled water
22.73,1.0,0.001,cereals + baking powder,curd + potato products + root vegetables
22.73,0.5,0.001,potato products + male cosmetics,baking powder + liquor + cleaner
22.73,1.0,0.001,sauces + sweet spreads,light bulbs + brandy + tropical fruit
22.73,0.5,0.001,curd + tropical fruit,root vegetables + pudding powder + nut snack
22.73,0.5,0.001,potato products + male cosmetics,light bulbs + bottled water + sweet spreads
22.73,1.0,0.001,sauces + sweet spreads,spices + specialty chocolate + light bulbs
22.73,1.0,0.001,sauces + brandy,spices + specialty chocolate + light bulbs
22.73,0.5,0.001,potato products + male cosmetics,light bulbs + liquor (appetizer) + pudding powder
22.73,0.5,0.001,potato products + male cosmetics,specialty vegetables + bottled water + sweet spreads
22.73,0.5,0.001,curd + tropical fruit,spices + bottled water + nut snack
22.73,0.5,0.001,potato products + male cosmetics,baking powder + packaged fruit/vegetables + cleaner
22.73,0.5,0.001,curd + tropical fruit,cereals + light bulbs + nut snack
22.73,1.0,0.001,cereals + nut snack,brandy + liquor + pudding powder
22.73,0.5,0.001,curd + tropical fruit,specialty chocolate + baking powder + bottled water
22.73,0.5,0.001,curd + tropical fruit,spices + liquor (appetizer) + pudding powder
22.73,1.0,0.001,sauces + brandy,cereals + liquor + potato products
22.73,0.5,0.001,liquor (appetizer) + cleaner,brandy + specialty vegetables + sweet spreads
22.73,0.5,0.001,pudding powder + nut snack,brandy + liquor + potato products
22.73,0.5,0.002,pudding powder + nut snack,baking powder + tropical fruit + bottled water
22.73,0.5,0.001,pudding powder + nut snack,sauces + brandy + potato products
22.73,0.5,0.001,curd + tropical fruit,specialty chocolate + packaged fruit/vegetables + pudding powder
22.73,0.5,0.001,potato products + male cosmetics,baking powder + cleaner + pudding powder
22.73,0.5,0.001,sweet spreads + cleaner,curd + potato products + male cosmetics
22.73,0.5,0.001,curd + tropical fruit,potato products + sweet spreads + soda
22.73,0.5,0.001,pudding powder + nut snack,butter + tropical fruit + cleaner
22.22,0.67,0.002,sweet spreads + pip fruit,tropical fruit + soda + pudding powder
22.22,0.67,0.002,curd + male cosmetics,packaged fruit/vegetables + root vegetables + bottled water
22.22,1.0,0.001,sauces + specialty chocolate,brandy + liquor + pudding powder
22.22,1.0,0.001,sauces + specialty chocolate,cereals + liquor + potato products
22.22,0.67,0.002,tropical fruit + bottled water,baking powder + pudding powder + nut snack
22.22,0.67,0.002,tropical fruit + soda,spices + light bulbs + root vegetables
22.22,0.67,0.002,spices + liquor,liquor (appetizer) + tropical fruit + nut snack
22.22,1.0,0.001,sauces + specialty chocolate,light bulbs + brandy + tropical fruit
22.22,0.67,0.002,spices + liquor,curd + liquor (appetizer) + soda
22.22,0.67,0.002,spices + liquor,curd + white wine + tropical fruit
